BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR,TRADE_SESSION_DATE
TQBR,2025-04-28,МКПАО ЮМГ,GEMC,3015,39876228.7,792.7,765,801.6,766.2,772.7,771,51605,772.2,772.2,,34297700.6,34297700.6,,0,3,SUR,-2.22,2025-04-28
TQBR,2025-04-28,ГМКНорНик,GMKN,68221,3211056740.8,118,116.5,120.36,118.82,118.42,117.3,27114300,118.26,118.26,,1725046014.6,1725046014.6,,0,3,SUR,-0.34,2025-04-28
TQBR,2025-04-28,ГТМ ао,GTRK,4896,168675769,247,238.9,250.3,243.5,245.2,240.3,687810,245.5,245.5,,112201121,112201121,,0,3,SUR,-1.8,2025-04-28
TQBR,2025-04-28,Хэдхантер,HEAD,18551,620143687,3300,3218,3330,3282,3265,3233,189955,3254,3254,,402707509,402707509,,0,3,SUR,-1.94,2025-04-28
TQBR,2025-04-28,Химпром ап,HIMCP,81,550690,23.6,23.06,23.6,23.46,23.34,23.5,23600,23.34,23.34,,550690,550690,,0,3,SUR,0.6,2025-04-28
TQBR,2025-04-28,ХЭНДЕРСОН,HNFG,4515,46383492.9,632,623,646.6,628.7,634.8,628,73069,634.9,634.9,,27863431.8,27863431.8,,0,3,SUR,-0.13,2025-04-28
TQBR,2025-04-28,РусГидро,HYDR,29532,483094342.1,0.4918,0.4742,0.4967,0.488,0.4847,0.4823,996646000,0.4833,0.4833,,357355852.5,357355852.5,,0,3,SUR,-0.8,2025-04-28
TQBR,2025-04-28,Ижсталь2ао,IGST,40,702200,6400,6160,6400,6200,6260,6200,112,6260,6260,,702200,702200,,0,3,SUR,-0.64,2025-04-28
TQBR,2025-04-28,Ижсталь ап,IGSTP,39,442430,4560,4480,4590,4510,4510,4510,98,,4530,,0,507570,,0,3,SUR,-2.17,2025-04-28
TQBR,2025-04-28,ИНГРАД ао,INGR,19,302962,1764,1760,1786,1766,1782,1766,170,,1764,,0,2062962,,0,3,SUR,0.34,2025-04-28
TQBR,2025-04-28,ИнтерРАОао,IRAO,46059,751158695.85,3.585,3.5795,3.643,3.6155,3.61,3.608,208070700,3.6115,3.6115,,465729145.6,465729145.6,,0,3,SUR,0.89,2025-04-28
TQBR,2025-04-28,Яковлев-3,IRKT,12771,635523164,34.2,34,35.76,35.22,34.98,35.1,18169000,35.12,35.12,,374497270,374497270,,0,3,SUR,3.24,2025-04-28
TQBR,2025-04-28,iИВА,IVAT,3806,16077772.65,149.45,147.5,150.9,148.1,148.8,148.2,108047,148.55,148.55,,7184934.35,7184934.35,,0,3,SUR,-0.1,2025-04-28
TQBR,2025-04-28,Славн-ЯНОС,JNOS,48,309150,17,16.6,17.05,16.8,16.8,16.8,18400,,17,,0,518535,,0,3,SUR,-2.04,2025-04-28
TQBR,2025-04-28,Слав-ЯНОСп,JNOSP,33,115826,11.24,11,11.24,11,11.04,11,10500,,11.06,,0,500854,,0,3,SUR,-1.26,2025-04-28
TQBR,2025-04-28,Куйбазот,KAZT,184,1813512,484,482.2,487,483.6,484.8,483.6,3740,484.8,484.8,,1813512,1813512,,0,3,SUR,-0.08,2025-04-28
TQBR,2025-04-28,Куйбазот-п,KAZTP,86,773440,493.5,493.5,508.5,493.5,499,493.5,1550,499,499,,773440,773440,,0,3,SUR,0.1,2025-04-28
TQBR,2025-04-28,ТНСэКубань,KBSB,41,261640,455,442.5,458,449.5,451,449.5,580,,452,,0,510775,,0,3,SUR,-0.44,2025-04-28
TQBR,2025-04-28,КамчатЭ ао,KCHE,23,168850,0.454,0.437,0.454,0.446,0.444,0.446,380000,,0.451,,0,504600,,0,3,SUR,-0.67,2025-04-28
TQBR,2025-04-28,КамчатЭ ап,KCHEP,10,86950,0.73,0.715,0.735,0.725,0.725,0.725,120000,,0.74,,0,501550,,0,3,SUR,-2.03,2025-04-28
TQBR,2025-04-28,КурганГКао,KGKC,28,47708,43,42.8,43.6,42.8,43,42.8,1110,,41.8,,0,502134,,0,3,SUR,0.94,2025-04-28
TQBR,2025-04-28,КурганГКап,KGKCP,88,390626,52.2,49.8,52.2,50.6,51,50.6,7650,,51.4,,0,504108,,0,3,SUR,-3.07,2025-04-28
TQBR,2025-04-28,КалужскСК,KLSB,374,4718372,23.41,23.35,24.19,23.62,23.79,23.62,198300,23.79,23.79,,4718372,4718372,,0,3,SUR,1.16,2025-04-28
TQBR,2025-04-28,Кристалл,KLVZ,205,1665169.4,3.842,3.802,3.854,3.82,3.834,3.82,434300,3.834,3.834,,1665169.4,1665169.4,,0,3,SUR,-0.21,2025-04-28
TQBR,2025-04-28,КАМАЗ,KMAZ,3544,61848420,113.4,110.4,114.4,111.6,112.3,111.4,550550,111.8,111.8,,26350466,26350466,,0,3,SUR,-1.15,2025-04-28
TQBR,2025-04-28,КМЗ,KMEZ,92,589718,1300,1238,1300,1256,1266,1256,466,1266,1266,,589718,589718,,0,3,SUR,-0.32,2025-04-28
TQBR,2025-04-28,КоршГОК ао,KOGK,8,489000,40400,40200,41200,40200,40800,40200,12,40600,40600,,688600,568400,,0,3,SUR,1.52,2025-04-28
TQBR,2025-04-28,СаратНПЗ,KRKN,27,270750,9500,9050,9700,9150,9350,9150,29,,9300,,0,538850,,0,3,SUR,-2.66,2025-04-28
TQBR,2025-04-28,СаратНПЗ-п,KRKNP,302,6459820,8280,8120,8500,8200,8320,8200,777,8320,8320,,6459820,6459820,,0,3,SUR,0.24,2025-04-28
TQBR,2025-04-28,ТКЗКК ап,KRKOP,131,1026870,13.44,12.54,13.44,12.66,12.94,12.66,79400,12.94,12.94,,1026870,1026870,,0,3,SUR,-4.67,2025-04-28
TQBR,2025-04-28,КрасОкт-ао,KROT,90,2965280,1559,1534,1599,1534,1569,1534,1890,1569,1569,,2965280,2965280,,0,3,SUR,-1.03,2025-04-28
TQBR,2025-04-28,КрасОкт-1п,KROTP,43,337280,483,483,499,484,489,484,690,,488,,0,502220,,0,3,SUR,0.21,2025-04-28
TQBR,2025-04-28,Красэсб ао,KRSB,133,2148116,16.18,16,16.88,16.4,16.4,16.4,129400,16.6,16.6,,2148116,2148116,,0,3,SUR,2.37,2025-04-28
TQBR,2025-04-28,Красэсб ап,KRSBP,68,477502,16.4,16.26,16.58,16.36,16.4,16.36,29100,,16.4,,0,508572,,0,3,SUR,0.62,2025-04-28
TQBR,2025-04-28,КузнецкийБ,KUZB,229,649094.5,0.0351,0.03455,0.0353,0.035,0.03495,0.035,18580000,0.03495,0.03495,,649094.5,649094.5,,0,3,SUR,0.29,2025-04-28
TQBR,2025-04-28,ОргСинт ао,KZOS,326,1648775,80.7,80.1,81.2,80.6,80.6,80.6,20460,80.6,80.6,,1648775,1648775,,0,3,SUR,-0.12,2025-04-28
TQBR,2025-04-28,ОргСинт ап,KZOSP,474,2410601.3,21.34,21.28,21.87,21.5,21.55,21.5,111840,21.55,21.55,,2410601.3,2410601.3,,0,3,SUR,0.75,2025-04-28
TQBR,2025-04-28,Европлан,LEAS,24081,216909901.7,649.3,642.2,667.8,665,656,650.2,330696,656.6,656.6,,146323737.1,146323737.1,,0,3,SUR,0.45,2025-04-28
TQBR,2025-04-28,Лента ао,LENT,4196,70865844.5,1470.5,1443.5,1495,1464.5,1471,1452.5,48174,1473,1473,,53418036.5,53418036.5,,0,3,SUR,-1.16,2025-04-28
TQBR,2025-04-28,Фармсинтез,LIFE,1673,22959668,3.685,3.685,3.86,3.78,3.775,3.78,6080200,3.775,3.775,,22959668,22959668,,0,3,SUR,2.72,2025-04-28
TQBR,2025-04-28,ЛУКОЙЛ,LKOH,61806,5344514419,6878,6805,6963,6909,6884.5,6827,776244,6881,6881,,3122257437,3122257437,,0,3,SUR,-0.43,2025-04-28
TQBR,2025-04-28,Ламбумиз,LMBZ,142,1014154,501,490.5,519.5,508.5,507,518.5,2001,507,507,,1014154,1014154,,0,3,SUR,5.6,2025-04-28
TQBR,2025-04-28,Лензолото,LNZL,156,3407210,12620,12520,12910,12640,12670,12640,269,12670,12670,,3407210,3407210,,0,3,SUR,1.12,2025-04-28
TQBR,2025-04-28,Лензол. ап,LNZLP,512,3731465,1850,1805,1860,1815,1825,1820,2047,1825,1825,,3731465,3731465,,0,3,SUR,-0.82,2025-04-28
TQBR,2025-04-28,ЛЭСК ао,LPSB,126,2053915,64.6,63.65,65.55,63.85,64.4,63.85,31900,64.4,64.4,,2053915,2053915,,0,3,SUR,-1.47,2025-04-28
TQBR,2025-04-28,РСетиЛЭ,LSNG,482,6014123,14.32,14.19,14.49,14.32,14.33,14.3,419600,14.33,14.33,,6014123,6014123,,0,3,SUR,0,2025-04-28
TQBR,2025-04-28,РСетиЛЭ-п,LSNGP,1311,33863625.5,206.6,206.6,210.3,206.8,208.85,206.8,162150,208.85,208.85,,33863625.5,33863625.5,,0,3,SUR,-0.58,2025-04-28
TQBR,2025-04-28,ЛСР ао,LSRG,76223,1980330041.8,850.6,848,885,872.4,868,869.8,2281368,867.6,867.6,,1156058197.6,1156058197.6,,0,3,SUR,3.84,2025-04-28
TQBR,2025-04-28,Левенгук,LVHK,33,320325,30,29.65,30.1,29.85,29.95,29.85,10700,,29.9,,0,502010,,0,3,SUR,-0.67,2025-04-28
TQBR,2025-04-28,МагадЭн ао,MAGE,116,332454,3.22,3.1,3.23,3.19,3.16,3.19,105300,,3.16,,0,534010,,0,3,SUR,0.95,2025-04-28
TQBR,2025-04-28,МагадЭн ап,MAGEP,178,471676,2.34,2.3,2.44,2.36,2.36,2.44,199500,,2.36,,0,541642,,0,3,SUR,4.27,2025-04-28
TQBR,2025-04-28,ММК,MAGN,76114,1731454827.3,35.085,34.38,35.56,34.855,35.07,34.71,49374100,35.085,35.085,,1215123802.4,1215123802.4,,0,3,SUR,-0.8,2025-04-28
TQBR,2025-04-28,МТС Банк,MBNK,5672,130730398.5,1310,1276,1324,1295,1298,1283.5,100732,1293.5,1293.5,,77887930.5,77887930.5,,0,3,SUR,-2.36,2025-04-28
TQBR,2025-04-28,MDMG-ао,MDMG,11505,155776092.6,990.1,985,1006,987,994.5,992.8,156669,996.4,996.4,,90789024.4,90789024.4,,0,3,SUR,0.51,2025-04-28
TQBR,2025-04-28,Мегион-ао,MFGS,4,14280,356,356,360,360,357,360,40,,359,,0,506220,,0,3,SUR,1.12,2025-04-28
TQBR,2025-04-28,Мегион-ап,MFGSP,13,46675,233,232,234,232.5,233.5,232,200,,229.5,,0,500450,,0,3,SUR,0,2025-04-28
TQBR,2025-04-28,МГКЛ,MGKL,4865,59374328.3,2.553,2.548,2.6975,2.5765,2.6015,2.5665,22823100,2.5955,2.5955,,32884172.45,32884172.45,,0,3,SUR,0.88,2025-04-28
TQBR,2025-04-28,Магнит ао,MGNT,52812,4153612731.5,4640,4550,4799,4782,4692.5,4763.5,885040,4689,4689,,2673392117,2673392117,,0,3,SUR,2.88,2025-04-28
TQBR,2025-04-28,СМЗ-ао,MGNZ,0,0,,,,7440,,,0,,,,0,0,,0,3,SUR,,2025-04-28
TQBR,2025-04-28,МГТС-5ао,MGTS,22,98350,1180,1180,1190,1190,1185,1190,83,,1170,,0,504545,,0,3,SUR,0.42,2025-04-28
TQBR,2025-04-28,МГТС-4ап,MGTSP,245,3582272,848,834,856,840,844,840,4244,844,844,,3582272,3582272,,0,3,SUR,-0.71,2025-04-28
TQBR,2025-04-28,ТНСэнМарЭл,MISB,42,348730,49.8,48.5,50.5,49.2,49.8,49.1,7000,,49.7,,0,501630,,0,3,SUR,-1.01,2025-04-28
TQBR,2025-04-28,ТНСэМаЭл-п,MISBP,17,175950,46.2,45.9,46.4,46.4,46.3,46.4,3800,,46,,0,506510,,0,3,SUR,0.87,2025-04-28
TQBR,2025-04-28,МосБиржа,MOEX,70096,3063081585.2,208.83,203.6,209.78,206.54,206.74,203.68,14816100,206.62,206.62,,1979172831.1,1979172831.1,,0,3,SUR,-2.09,2025-04-28
TQBR,2025-04-28,РоссЦентр,MRKC,1660,12846886.8,0.5836,0.5682,0.5836,0.57,0.5754,0.57,22325000,0.5754,0.5754,,12846886.8,12846886.8,,0,3,SUR,-1.08,2025-04-28
TQBR,2025-04-28,Россети СК,MRKK,56,430789.6,17.08,16.88,17.08,16.94,16.98,16.94,25370,,16.98,,0,500316.6,,0,3,SUR,-0.12,2025-04-28
TQBR,2025-04-28,РСетиЦП ао,MRKP,925,23395377,0.3849,0.3849,0.3882,0.3868,0.3866,0.3868,60520000,0.3866,0.3866,,23395377,23395377,,0,3,SUR,0.55,2025-04-28
TQBR,2025-04-28,РсетСиб ао,MRKS,1435,12005533.5,0.5225,0.5185,0.546,0.536,0.5375,0.5345,22339000,0.54,0.54,,9251273,9251273,,0,3,SUR,1.91,2025-04-28
TQBR,2025-04-28,Россети Ур,MRKU,930,13593102,0.4032,0.4002,0.4086,0.4032,0.4044,0.4026,33620000,0.4052,0.4052,,8827236,8827236,,0,3,SUR,0.45,2025-04-28
TQBR,2025-04-28,РсетВол ао,MRKV,832,5010211.5,0.0716,0.0716,0.07385,0.0729,0.0732,0.0729,68430000,0.0732,0.0732,,5010211.5,5010211.5,,0,3,SUR,0.9,2025-04-28
TQBR,2025-04-28,РоссЮг ао,MRKY,426,4178048,0.07245,0.07035,0.07295,0.07145,0.0715,0.07145,58450000,0.0715,0.0715,,4178048,4178048,,0,3,SUR,-1.65,2025-04-28
TQBR,2025-04-28,РСетиСЗ ао,MRKZ,451,4129732,0.06285,0.0621,0.06375,0.0633,0.0631,0.06305,65460000,0.0631,0.0631,,4129732,4129732,,0,3,SUR,1.12,2025-04-28
TQBR,2025-04-28,МордЭнСб,MRSB,57,869420,0.748,0.738,0.772,0.75,0.756,0.746,1150000,0.756,0.756,,869420,869420,,0,3,SUR,1.08,2025-04-28
TQBR,2025-04-28,+МосЭнерго,MSNG,7167,107988205.5,2.3,2.1895,2.325,2.2585,2.25,2.2465,47998000,2.243,2.243,,90567299.5,90567299.5,,0,3,SUR,-2.3,2025-04-28
TQBR,2025-04-28,РСетиМР ао,MSRS,964,10764832,1.1875,1.161,1.2035,1.1785,1.182,1.175,9108000,1.18,1.18,,8044581,8044581,,0,3,SUR,-0.8,2025-04-28
TQBR,2025-04-28,Мостотрест,MSTT,1131,21923793,140,137.45,143,138.45,140.35,138.45,156220,140.35,140.35,,21923793,21923793,,0,3,SUR,0.73,2025-04-28
TQBR,2025-04-28,Мечел ао,MTLR,102731,2613603250.16,97.5,96.23,99.39,97.79,97.65,97,26765862,97.35,97.35,,1359877363.69,1359877363.69,,0,3,SUR,-0.38,2025-04-28
TQBR,2025-04-28,Мечел ап,MTLRP,10054,332027691,98.5,97.55,100.6,99.15,99,98.2,3354580,98.75,98.75,,187437856.5,187437856.5,,0,3,SUR,-0.2,2025-04-28
TQBR,2025-04-28,МТС-ао,MTSS,27309,907700363,219.3,217.1,223.25,221.6,219.8,220.05,4128110,219.75,219.75,,638452874,638452874,,0,3,SUR,0.53,2025-04-28
TQBR,2025-04-28,М.видео,MVID,5914,77981301.65,110.4,109.15,112.9,110.5,110.9,109.7,703188,111.25,111.25,,40064460.3,40064460.3,,0,3,SUR,-0.77,2025-04-28
TQBR,2025-04-28,iНПОНаука,NAUK,332,4229420,476,466.5,499,471.5,479.5,473.5,8820,479.5,479.5,,4229420,4229420,,0,3,SUR,-0.32,2025-04-28
TQBR,2025-04-28,НЕФАЗ,NFAZ,178,3583185,353,334.5,353.5,342,343,342,10450,343,343,,3583185,3583185,,0,3,SUR,-2.56,2025-04-28
TQBR,2025-04-28,НКХП ао,NKHP,1197,34673215,816,809.5,841,824,825,824,42030,825,825,,34673215,34673215,,0,3,SUR,0.3,2025-04-28
TQBR,2025-04-28,НКНХ ао,NKNC,320,3944537,92.3,91.35,92.55,91.75,91.9,91.75,42920,91.9,91.9,,3944537,3944537,,0,3,SUR,-1.56,2025-04-28
TQBR,2025-04-28,НКНХ ап,NKNCP,641,5340638,71.06,71.04,72.32,71.18,71.56,71.18,74640,71.56,71.56,,5340638,5340638,,0,3,SUR,0.17,2025-04-28
TQBR,2025-04-28,Нижкамшина,NKSH,80,969475,47.55,46.4,47.6,46.8,46.85,47.1,20700,46.85,46.85,,969475,969475,,0,3,SUR,0.21,2025-04-28
