BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR,TRADE_SESSION_DATE
TQBR,2025-04-22,Башнефт ап,BANEP,4040,100561687,1178,1172,1203.5,1183.5,1184,1195.5,84932,1177.5,1177.5,,41794560.5,41794560.5,,0,3,SUR,1.83,2025-04-22
TQBR,2025-04-22,НоваБев ао,BELU,10324,282811543,511,503,517.5,509.5,510,510,554738,509.5,509.5,,183711838.5,183711838.5,,0,3,SUR,-0.1,2025-04-22
TQBR,2025-04-22,БашИнСв ап,BISVP,19,76706,9.25,9.15,9.28,9.24,9.24,9.24,8300,,9.17,,0,505241,,0,3,SUR,1.54,2025-04-22
TQBR,2025-04-22,Белон ао,BLNG,1427,22305645,14.8,14.63,15.3,15.29,14.99,15.29,1487600,14.99,14.99,,22305645,22305645,,0,3,SUR,4.58,2025-04-22
TQBR,2025-04-22,БурЗолото,BRZL,316,2846944,1920,1920,1984,1921,1935,1921,1471,1935,1935,,2846944,2846944,,0,3,SUR,1.48,2025-04-22
TQBR,2025-04-22,БСП ао,BSPB,7875,295864696.6,396.61,396.21,399.79,399,398.35,398.6,742730,397.92,397.92,,128250716.8,128250716.8,,0,3,SUR,0.52,2025-04-22
TQBR,2025-04-22,БСП ап,BSPBP,153,4589490,75.15,73.1,75.2,74.15,74.25,74.15,61800,74.25,74.25,,4589490,4589490,,0,3,SUR,-0.07,2025-04-22
TQBR,2025-04-22,СТГ,CARM,1163,5287649.75,1.531,1.5095,1.542,1.5255,1.523,1.5265,3471500,1.5215,1.5215,,3205120.4,3205120.4,,0,3,SUR,0.26,2025-04-22
TQBR,2025-04-22,МКБ ао,CBOM,5730,72062660.5,8.196,8.068,8.342,8.227,8.205,8.232,8782600,8.178,8.178,,38494790.2,38494790.2,,0,3,SUR,1.25,2025-04-22
TQBR,2025-04-22,РН-ЗапСиб,CHGZ,164,1627846,92.8,92.2,94,94,93.2,94,17470,93.2,93.2,,1627846,1627846,,0,3,SUR,2.62,2025-04-22
TQBR,2025-04-22,ЧКПЗ ао,CHKZ,6,125450,17950,17700,18050,18050,17900,18050,7,,17800,,0,516500,,0,3,SUR,0,2025-04-22
TQBR,2025-04-22,СевСт-ао,CHMF,72684,3316620222.2,1044.8,1033,1107.6,1074,1062,1093,3122761,1054.4,1054.4,,2381902850.2,2381902850.2,,0,3,SUR,5.04,2025-04-22
TQBR,2025-04-22,ЧМК ао,CHMK,188,2207695,5300,5120,5385,5230,5245,5230,421,5245,5245,,2207695,2207695,,0,3,SUR,-1.04,2025-04-22
TQBR,2025-04-22,ЦИАН,CNRU,3542,36640053,535.2,527,539.4,533,532.8,533,68773,532.8,532.8,,36640053,36640053,,0,3,SUR,0.49,2025-04-22
TQBR,2025-04-22,Телеграф,CNTL,528,5949210,10.72,10.72,11.34,11.02,11.12,11.02,535200,11.12,11.12,,5949210,5949210,,0,3,SUR,2.8,2025-04-22
TQBR,2025-04-22,Телеграф-п,CNTLP,299,1655254,7.56,7.4,7.62,7.52,7.54,7.52,219600,7.54,7.54,,1655254,1655254,,0,3,SUR,0.27,2025-04-22
TQBR,2025-04-22,iАренадата,DATA,7872,58552231.02,130.5,129,131.8,130.32,130.3,129.46,449333,130.6,130.6,,29897074.44,29897074.44,,0,3,SUR,-0.57,2025-04-22
TQBR,2025-04-22,iКаршеринг,DELI,4615,30172652.5,174.55,171.7,178,174.3,175.35,174.3,172065,175.35,175.35,,30172652.5,30172652.5,,0,3,SUR,0.06,2025-04-22
TQBR,2025-04-22,iДиасофт,DIAS,1022,12395088,3462.5,3450.5,3490,3464.5,3466,3464.5,3576,3466,3466,,12395088,12395088,,0,3,SUR,0.73,2025-04-22
TQBR,2025-04-22,ЗаводДИОД,DIOD,80,318562,11.4,11.21,11.44,11.31,11.34,11.38,28100,,11.33,,0,500695,,0,3,SUR,1.07,2025-04-22
TQBR,2025-04-22,ДЭК ао,DVEC,484,7742822,2.185,2.162,2.25,2.209,2.218,2.209,3491000,2.218,2.218,,7742822,7742822,,0,3,SUR,3.18,2025-04-22
TQBR,2025-04-22,ДонскЗР,DZRD,12,61715,3870,3840,3880,3875,3855,3875,16,,3870,,0,503230,,0,3,SUR,0.13,2025-04-22
TQBR,2025-04-22,ДонскЗР п,DZRDP,15,45760,2690,2670,2710,2700,2690,2700,17,,2670,,0,534260,,0,3,SUR,1.12,2025-04-22
TQBR,2025-04-22,ЕвроЭлтех,EELT,309,1367433.8,11.52,11.46,11.66,11.48,11.54,11.48,118510,11.54,11.54,,1367433.8,1367433.8,,0,3,SUR,0,2025-04-22
TQBR,2025-04-22,ЭЛ5Энер ао,ELFV,4039,102735135.4,0.51,0.5,0.525,0.5196,0.515,0.519,199464000,0.5142,0.5142,,76397906.8,76397906.8,,0,3,SUR,1.76,2025-04-22
TQBR,2025-04-22,Элемент,ELMT,1362,8676361.2,0.1352,0.133,0.136,0.13465,0.1346,0.1343,64449000,0.13425,0.13425,,4888484.55,4888484.55,,0,3,SUR,-0.56,2025-04-22
TQBR,2025-04-22,ЭН+ГРУП ао,ENPG,31337,469309295.6,438.8,429.55,447.7,438.2,439.05,445.1,1068918,436.05,436.05,,242222141.8,242222141.8,,0,3,SUR,1.16,2025-04-22
TQBR,2025-04-22,ETLN-гдр,ETLN,1574,14943932.38,63.38,61.6,64.68,63.3,62.8,63.3,237982,62.8,62.8,,14943932.38,14943932.38,,0,3,SUR,0.32,2025-04-22
TQBR,2025-04-22,ЕвроТранс,EUTR,14702,407750839.25,126.45,125.25,128.15,126,126.75,126.85,3216337,126.35,126.35,,205667197.6,205667197.6,,0,3,SUR,0.32,2025-04-22
TQBR,2025-04-22,Россети,FEES,9399,166894938.2,0.0708,0.0697,0.072,0.07088,0.0709,0.07116,2354000000,0.07054,0.07054,,82076722.2,82076722.2,,0,3,SUR,1.14,2025-04-22
TQBR,2025-04-22,ДВМП ао,FESH,14380,381401463.1,61.7,61.2,65,64.06,63.11,64,6043870,62.54,62.54,,213969952.3,213969952.3,,0,3,SUR,3.78,2025-04-22
TQBR,2025-04-22,FIXP-гдр,FIXP,2220,27191079.4,162.6,160.7,165.7,162.9,162.9,163.7,166916,162.4,162.4,,15918775.6,15918775.6,,0,3,SUR,1.24,2025-04-22
TQBR,2025-04-22,Совкомфлот,FLOT,18138,478747335.9,86.82,86.82,90.53,88.64,88.64,88.86,5397580,88.15,88.15,,212277781.9,212277781.9,,0,3,SUR,2.42,2025-04-22
TQBR,2025-04-22,ГАЗ ао,GAZA,69,709100,692,677,718,687,702,687,1010,702,702,,709100,709100,,0,3,SUR,0.88,2025-04-22
TQBR,2025-04-22,ГАЗ ап,GAZAP,42,371265,433.5,430.5,445,436,437,436,850,,437,,0,520045,,0,3,SUR,1.28,2025-04-22
TQBR,2025-04-22,ГАЗКОН-ао,GAZC,0,0,,,,659,,,0,,,,0,0,,0,3,SUR,,2025-04-22
TQBR,2025-04-22,ГАЗПРОМ ао,GAZP,205887,25994138520.8,139.8,138.51,146.79,142,142.64,145,182226180,140.47,140.47,,9699353870,9699353870,,0,3,SUR,3.92,2025-04-22
TQBR,2025-04-22,ГАЗ-сервис,GAZS,0,0,,,,839,,,0,,,,0,0,,0,3,SUR,,2025-04-22
TQBR,2025-04-22,ГАЗ-Тек ао,GAZT,0,0,,,,1739,,,0,,,,0,0,,0,3,SUR,,2025-04-22
TQBR,2025-04-22,ЧеркизГ-ао,GCHE,385,5806337,3806,3796,3828,3815,3815,3815,1522,3815,3815,,5806337,5806337,,0,3,SUR,0.29,2025-04-22
TQBR,2025-04-22,iГЕНЕТИКО,GECO,475,4803379.7,28.99,28.61,29.19,28.83,28.86,28.83,166440,28.86,28.86,,4803379.7,4803379.7,,0,3,SUR,0.7,2025-04-22
TQBR,2025-04-22,iММЦБ ао,GEMA,230,1326859,125.6,124.8,131.3,125.7,127.6,126,10400,127.6,127.6,,1326859,1326859,,0,3,SUR,0.32,2025-04-22
TQBR,2025-04-22,МКПАО ЮМГ,GEMC,2641,12266963.2,804.4,791,818.6,796.7,808.1,796.7,15193,807.4,807.4,,12266963.2,12266963.2,,0,3,SUR,-0.96,2025-04-22
TQBR,2025-04-22,ГМКНорНик,GMKN,67046,3405193924.8,114.5,112.64,118.3,114.26,115.42,116.7,29501310,114.08,114.08,,1338530708,1338530708,,0,3,SUR,2.44,2025-04-22
TQBR,2025-04-22,ГТМ ао,GTRK,7129,271906913,230,229.7,239.7,235,235.5,235.7,1154790,234.6,234.6,,109241460,109241460,,0,3,SUR,2.61,2025-04-22
TQBR,2025-04-22,Хэдхантер,HEAD,15570,598003581,3131,3096,3170,3125,3127,3145,191265,3113,3113,,331871152,331871152,,0,3,SUR,0.64,2025-04-22
TQBR,2025-04-22,Химпром ап,HIMCP,66,639820,22.16,21.9,22.5,22.2,22.14,22.2,28900,22.14,22.14,,639820,639820,,0,3,SUR,1,2025-04-22
TQBR,2025-04-22,ХЭНДЕРСОН,HNFG,1096,8960011.6,645,635.1,645.7,635.5,640.6,635.5,13987,640.6,640.6,,8960011.6,8960011.6,,0,3,SUR,-1.17,2025-04-22
TQBR,2025-04-22,РусГидро,HYDR,9589,141767064.9,0.4619,0.4559,0.4687,0.4623,0.4628,0.4656,306333000,0.461,0.461,,74023183.5,74023183.5,,0,3,SUR,1.22,2025-04-22
TQBR,2025-04-22,Ижсталь2ао,IGST,67,798420,6140,6060,6260,6200,6140,6200,130,6140,6140,,798420,798420,,0,3,SUR,2.31,2025-04-22
TQBR,2025-04-22,Ижсталь ап,IGSTP,60,735940,4440,4430,4730,4510,4570,4510,161,4570,4570,,735940,735940,,0,3,SUR,1.12,2025-04-22
TQBR,2025-04-22,ИНГРАД ао,INGR,16,52806,1776,1744,1776,1762,1760,1762,30,,1760,,0,512156,,0,3,SUR,-0.11,2025-04-22
TQBR,2025-04-22,ИнтерРАОао,IRAO,34507,486039376.55,3.54,3.5285,3.592,3.56,3.561,3.5695,136480600,3.5505,3.5505,,242626287.9,242626287.9,,0,3,SUR,0.85,2025-04-22
TQBR,2025-04-22,Яковлев-3,IRKT,7308,354426288,31.3,31.06,32.84,31.96,32.08,32.5,11049000,31.9,31.9,,149061694,149061694,,0,3,SUR,4.3,2025-04-22
TQBR,2025-04-22,iИВА,IVAT,1582,10114732.15,151.95,149.1,151.95,149.45,150.05,149.45,67389,150.1,150.1,,10114732.15,10114732.15,,0,3,SUR,0.07,2025-04-22
TQBR,2025-04-22,Славн-ЯНОС,JNOS,83,643355,16.9,16.9,17.9,17.45,17.55,17.45,36700,17.55,17.55,,643355,643355,,0,3,SUR,3.56,2025-04-22
TQBR,2025-04-22,Слав-ЯНОСп,JNOSP,81,348524,11.02,10.86,11.2,11.02,11.06,11.02,31500,,11,,0,500150,,0,3,SUR,1.29,2025-04-22
TQBR,2025-04-22,Куйбазот,KAZT,375,3670138,476.2,476.2,495.6,481.2,483.6,481.2,7590,483.6,483.6,,3670138,3670138,,0,3,SUR,1.09,2025-04-22
TQBR,2025-04-22,Куйбазот-п,KAZTP,217,2052725,495.5,494.5,517.5,496,502,496,4090,502,502,,2052725,2052725,,0,3,SUR,0.71,2025-04-22
TQBR,2025-04-22,ТНСэКубань,KBSB,15,208360,455,444.5,458,449.5,453,449.5,460,,448.5,,0,511140,,0,3,SUR,-0.99,2025-04-22
TQBR,2025-04-22,КамчатЭ ао,KCHE,24,441230,0.454,0.45,0.461,0.461,0.455,0.461,970000,,0.454,,0,586190,,0,3,SUR,1.77,2025-04-22
TQBR,2025-04-22,КамчатЭ ап,KCHEP,30,583750,0.755,0.725,0.755,0.74,0.74,0.74,790000,0.74,0.74,,583750,583750,,0,3,SUR,-1.99,2025-04-22
TQBR,2025-04-22,КурганГКао,KGKC,13,9254,42,41.6,42.2,42.2,42,42.2,220,,41.4,,0,509296,,0,3,SUR,1.44,2025-04-22
TQBR,2025-04-22,КурганГКап,KGKCP,16,87552,51.8,51.2,52,51.6,51.8,51.2,1690,,51.6,,0,506784,,0,3,SUR,-0.78,2025-04-22
TQBR,2025-04-22,КалужскСК,KLSB,145,1624923,23.24,23.06,23.45,23.13,23.28,23.13,69800,23.28,23.28,,1624923,1624923,,0,3,SUR,0.43,2025-04-22
TQBR,2025-04-22,Кристалл,KLVZ,198,1186902.2,3.874,3.854,3.888,3.866,3.866,3.866,307000,3.866,3.866,,1186902.2,1186902.2,,0,3,SUR,0.16,2025-04-22
TQBR,2025-04-22,КАМАЗ,KMAZ,5861,129423681,107.2,107.2,112.5,110.9,110.6,111.1,1170620,110.4,110.4,,79965645,79965645,,0,3,SUR,3.73,2025-04-22
TQBR,2025-04-22,КМЗ,KMEZ,53,167364,1202,1176,1212,1212,1196,1212,140,,1198,,0,501892,,0,3,SUR,0.5,2025-04-22
TQBR,2025-04-22,КоршГОК ао,KOGK,9,808600,40200,40200,41000,40600,40400,40600,20,40200,40400,,1564600,848200,,0,3,SUR,2.53,2025-04-22
TQBR,2025-04-22,СаратНПЗ,KRKN,11,147750,9400,9150,9400,9300,9250,9300,16,,9350,,0,504750,,0,3,SUR,-1.59,2025-04-22
TQBR,2025-04-22,СаратНПЗ-п,KRKNP,85,1640060,8180,8100,8340,8260,8200,8260,200,8200,8200,,1640060,1640060,,0,3,SUR,1.47,2025-04-22
TQBR,2025-04-22,ТКЗКК ап,KRKOP,8,80434,13.18,13.18,13.32,13.32,13.18,13.32,6100,,13.28,,0,506054,,0,3,SUR,0.91,2025-04-22
TQBR,2025-04-22,КрасОкт-ао,KROT,57,1367520,1484,1481,1491,1486,1486,1486,920,1486,1486,,1367520,1367520,,0,3,SUR,0.41,2025-04-22
TQBR,2025-04-22,КрасОкт-1п,KROTP,6,37990,467,467,478,477,475,478,80,,470,,0,503180,,0,3,SUR,0.42,2025-04-22
TQBR,2025-04-22,Красэсб ао,KRSB,16,34622,15.78,15.6,15.8,15.64,15.74,15.6,2200,,15.68,,0,506630,,0,3,SUR,0,2025-04-22
TQBR,2025-04-22,Красэсб ап,KRSBP,15,53252,15.76,15.54,15.78,15.78,15.66,15.78,3400,,15.5,,0,505440,,0,3,SUR,0.38,2025-04-22
TQBR,2025-04-22,КузнецкийБ,KUZB,115,421933.5,0.03635,0.03585,0.03695,0.03585,0.03625,0.03585,11640000,,0.03625,,0,500313,,0,3,SUR,-1.38,2025-04-22
TQBR,2025-04-22,ОргСинт ао,KZOS,475,5072142,79.8,79.8,82,80.3,80.9,80.3,62660,80.9,80.9,,5072142,5072142,,0,3,SUR,0.5,2025-04-22
TQBR,2025-04-22,ОргСинт ап,KZOSP,423,2009196.9,20.79,20.79,21.61,21.22,21.17,21.22,94920,21.17,21.17,,2009196.9,2009196.9,,0,3,SUR,2.02,2025-04-22
TQBR,2025-04-22,Европлан,LEAS,8336,138797332,634,624,643.4,634,633.7,634.7,219035,631.8,631.8,,87811913.5,87811913.5,,0,3,SUR,0.22,2025-04-22
TQBR,2025-04-22,Лента ао,LENT,1277,30894249,1435,1396,1440,1432.5,1428,1432.5,21633,1428,1428,,30894249,30894249,,0,3,SUR,0.39,2025-04-22
TQBR,2025-04-22,Фармсинтез,LIFE,958,13166230,3.68,3.64,3.765,3.7,3.69,3.7,3568400,3.69,3.69,,13166230,13166230,,0,3,SUR,1.37,2025-04-22
TQBR,2025-04-22,ЛУКОЙЛ,LKOH,48832,5003732215.5,6743,6672,6825,6759.5,6742,6764,742046,6717,6717,,3060548750.5,3060548750.5,,0,3,SUR,0.47,2025-04-22
TQBR,2025-04-22,Ламбумиз,LMBZ,42,545678,500.5,500.5,508,507,502,507,1087,502,502,,545678,545678,,0,3,SUR,3.05,2025-04-22
TQBR,2025-04-22,Лензолото,LNZL,141,3029020,13170,12910,13430,13140,13110,13140,231,13110,13110,,3029020,3029020,,0,3,SUR,0.54,2025-04-22
TQBR,2025-04-22,Лензол. ап,LNZLP,376,3544505,1930,1865,1970,1900,1905,1900,1860,1905,1905,,3544505,3544505,,0,3,SUR,-0.26,2025-04-22
TQBR,2025-04-22,ЛЭСК ао,LPSB,85,1587475,64.3,63.15,65.05,64.3,64.25,64.3,24700,64.25,64.25,,1587475,1587475,,0,3,SUR,-0.46,2025-04-22
TQBR,2025-04-22,РСетиЛЭ,LSNG,210,2547740,14.26,14,14.27,14.11,14.14,14.07,180200,14.14,14.14,,2547740,2547740,,0,3,SUR,0,2025-04-22
TQBR,2025-04-22,РСетиЛЭ-п,LSNGP,806,14495562,206.1,206.1,208.7,206.85,206.95,207.05,70050,206.95,206.95,,14495562,14495562,,0,3,SUR,-0.07,2025-04-22
TQBR,2025-04-22,ЛСР ао,LSRG,9163,198075830.4,800,798.2,809,802.6,802.4,802.2,246870,801.4,801.4,,105760257.6,105760257.6,,0,3,SUR,0.02,2025-04-22
TQBR,2025-04-22,Левенгук,LVHK,34,238870,30.1,29.6,30.15,29.95,29.85,29.95,8000,,29.9,,0,540985,,0,3,SUR,-0.33,2025-04-22
TQBR,2025-04-22,МагадЭн ао,MAGE,101,364645,3.05,3.01,3.08,3.06,3.06,3.08,119200,,3.04,,0,514047,,0,3,SUR,1.32,2025-04-22
TQBR,2025-04-22,МагадЭн ап,MAGEP,95,254392,2.27,2.24,2.33,2.29,2.28,2.29,111500,,2.26,,0,510985,,0,3,SUR,0.88,2025-04-22
TQBR,2025-04-22,ММК,MAGN,81215,2025265551.8,33.42,33.365,35.605,35.22,34.725,35.36,58322370,34.575,34.575,,1292851296.1,1292851296.1,,0,3,SUR,5.98,2025-04-22
TQBR,2025-04-22,МТС Банк,MBNK,11069,296731606,1348,1322,1360,1333,1336,1329,222106,1333,1333,,171485827.5,171485827.5,,0,3,SUR,-1.52,2025-04-22
TQBR,2025-04-22,MDMG-ао,MDMG,5308,119037157.3,1002,993.5,1005,999.9,999.7,1002,119075,999.3,999.3,,100706141.8,100706141.8,,0,3,SUR,0,2025-04-22
TQBR,2025-04-22,Мегион-ао,MFGS,42,367830,360,357,370,363,364,363,1010,,364,,0,502810,,0,3,SUR,0,2025-04-22
TQBR,2025-04-22,Мегион-ап,MFGSP,17,47455,237,235.5,238,237.5,237.5,237.5,200,,234,,0,502915,,0,3,SUR,0.21,2025-04-22
TQBR,2025-04-22,МГКЛ,MGKL,1077,10341975.15,2.5795,2.5205,2.6,2.559,2.569,2.5725,4025400,2.568,2.568,,4465249.3,4465249.3,,0,3,SUR,-0.27,2025-04-22
TQBR,2025-04-22,Магнит ао,MGNT,31462,2835126102,4514.5,4510.5,4630,4624.5,4587.5,4592.5,618000,4584.5,4584.5,,1904457820,1904457820,,0,3,SUR,1.77,2025-04-22
TQBR,2025-04-22,СМЗ-ао,MGNZ,0,0,,,,7440,,,0,,,,0,0,,0,3,SUR,,2025-04-22
TQBR,2025-04-22,МГТС-5ао,MGTS,39,106800,1165,1165,1200,1185,1185,1185,90,,1165,,0,503620,,0,3,SUR,1.72,2025-04-22
TQBR,2025-04-22,МГТС-4ап,MGTSP,242,2299160,848,846,868,848,856,848,2689,856,856,,2299160,2299160,,0,3,SUR,0.47,2025-04-22
TQBR,2025-04-22,ТНСэнМарЭл,MISB,25,187190,48.8,47.5,48.8,48.2,48,48.2,3900,,47.9,,0,502700,,0,3,SUR,-0.21,2025-04-22
TQBR,2025-04-22,ТНСэМаЭл-п,MISBP,26,206300,45.6,44.1,45.7,44.2,44.8,44.2,4600,,45.2,,0,505990,,0,3,SUR,-2.86,2025-04-22
TQBR,2025-04-22,МосБиржа,MOEX,76676,3651670405.9,197.67,197.04,208.86,204.75,203.13,206.39,17976520,202.14,202.14,,2217278020.2,2217278020.2,,0,3,SUR,4.53,2025-04-22
TQBR,2025-04-22,РоссЦентр,MRKC,1026,9404123.8,0.578,0.5724,0.586,0.5788,0.5798,0.5788,16219000,0.5798,0.5798,,9404123.8,9404123.8,,0,3,SUR,0.17,2025-04-22
TQBR,2025-04-22,Россети СК,MRKK,42,92346.6,17.08,16.92,17.2,16.96,17,16.96,5430,,17,,0,530110.4,,0,3,SUR,0.59,2025-04-22
TQBR,2025-04-22,РСетиЦП ао,MRKP,639,14051336,0.3824,0.3761,0.3845,0.3794,0.3807,0.3794,36910000,0.3807,0.3807,,14051336,14051336,,0,3,SUR,-0.52,2025-04-22
TQBR,2025-04-22,РсетСиб ао,MRKS,512,3115375,0.5265,0.52,0.5465,0.527,0.53,0.527,5880000,0.53,0.53,,3115375,3115375,,0,3,SUR,0.38,2025-04-22
TQBR,2025-04-22,Россети Ур,MRKU,807,15847578,0.394,0.392,0.4044,0.3974,0.3984,0.3974,39770000,0.3984,0.3984,,15847578,15847578,,0,3,SUR,1.17,2025-04-22
TQBR,2025-04-22,РсетВол ао,MRKV,431,4274722,0.07105,0.0702,0.07225,0.0716,0.07125,0.07155,60000000,0.07125,0.07125,,4274722,4274722,,0,3,SUR,0.92,2025-04-22
TQBR,2025-04-22,РоссЮг ао,MRKY,416,5117790,0.0728,0.0723,0.0741,0.07265,0.0731,0.07265,70000000,0.0731,0.0731,,5117790,5117790,,0,3,SUR,0.21,2025-04-22
TQBR,2025-04-22,РСетиСЗ ао,MRKZ,803,10340476.5,0.06305,0.0618,0.06445,0.0618,0.06275,0.0618,164840000,0.06275,0.06275,,10340476.5,10340476.5,,0,3,SUR,-1.83,2025-04-22
TQBR,2025-04-22,МордЭнСб,MRSB,30,382660,0.716,0.698,0.722,0.708,0.708,0.708,540000,,0.71,,0,503420,,0,3,SUR,-0.28,2025-04-22
TQBR,2025-04-22,+МосЭнерго,MSNG,2727,40261536.5,2.2975,2.2825,2.327,2.3095,2.308,2.32,17443000,2.3035,2.3035,,21870175.5,21870175.5,,0,3,SUR,0.87,2025-04-22
TQBR,2025-04-22,РСетиМР ао,MSRS,432,5081043.5,1.18,1.1605,1.1975,1.181,1.1805,1.181,4304000,1.1805,1.1805,,5081043.5,5081043.5,,0,3,SUR,0.43,2025-04-22
TQBR,2025-04-22,Мостотрест,MSTT,560,7582205.5,134,133.05,138.25,135.2,135.9,135.2,55790,135.9,135.9,,7582205.5,7582205.5,,0,3,SUR,1.08,2025-04-22
TQBR,2025-04-22,Мечел ао,MTLR,86022,3427378503.64,94.75,94.7,100.2,97.89,97.65,98.56,35098876,97.23,97.23,,2241191330.38,2241191330.38,,0,3,SUR,4.08,2025-04-22
TQBR,2025-04-22,Мечел ап,MTLRP,14539,558556165.5,96.1,96.1,102.65,99.45,99.4,99.9,5620010,98.6,98.6,,284741258,284741258,,0,3,SUR,3.95,2025-04-22
TQBR,2025-04-22,МТС-ао,MTSS,23808,968499042,216.55,213.7,218.35,215.85,216,216.4,4483560,215.55,215.55,,620256145.5,620256145.5,,0,3,SUR,-0.18,2025-04-22
TQBR,2025-04-22,М.видео,MVID,7277,142533082.25,110.35,109.4,111.9,110,110.65,110.2,1288188,110.2,110.2,,58502993.05,58502993.05,,0,3,SUR,-0.14,2025-04-22
TQBR,2025-04-22,iНПОНаука,NAUK,267,3554985,479.5,466.5,499,475,478.5,477,7430,478.5,478.5,,3554985,3554985,,0,3,SUR,0.42,2025-04-22
TQBR,2025-04-22,НЕФАЗ,NFAZ,144,1569250,353,353,363,361,358.5,361,4380,358.5,358.5,,1569250,1569250,,0,3,SUR,2.56,2025-04-22
TQBR,2025-04-22,НКХП ао,NKHP,939,19175175,873,842.5,899.5,862,862.5,861,22230,862.5,862.5,,19175175,19175175,,0,3,SUR,-0.06,2025-04-22
TQBR,2025-04-22,НКНХ ао,NKNC,414,5572698,92.7,92.4,94.35,92.95,93.5,92.95,59610,93.5,93.5,,5572698,5572698,,0,3,SUR,0.7,2025-04-22
TQBR,2025-04-22,НКНХ ап,NKNCP,484,5831222,70.74,70.62,71.94,71.34,71.38,71.34,81700,71.38,71.38,,5831222,5831222,,0,3,SUR,0.85,2025-04-22
TQBR,2025-04-22,Нижкамшина,NKSH,61,696845,48.3,47.2,48.65,48.2,48.05,48.3,14500,48.05,48.05,,696845,696845,,0,3,SUR,0.31,2025-04-22
TQBR,2025-04-22,НЛМК ао,NLMK,35796,1655893712.8,132.1,131.56,137,134.86,134.24,136.02,12333020,133.32,133.32,,910861085.4,910861085.4,,0,3,SUR,3.15,2025-04-22
